id;text;label
748;Корея виділить 2,1 млрд доларів на швидкісні поїзди для України: деталі угоди;pos
749;На Одещині відкрили унікальний лабіринт із мушель рапанів, який встановив рекорд України;pos
750;Спортсмени з Одеси здобули «золото» та «срібло» на чемпіонаті України з греплінгу та панкратіону;pos
751;Одеська міськрада виділила додаткові гроші для дітей-сиріт;pos
752;На Одещині зникають радянські назви вулиць — скільки залишилося;pos
753;У Визирській СТГ обговорили можливість будівництва житлової забудови для переселенців із Соледарської громади (фото);pos
754;Одеський виконком запланував компенсації постраждалим від війни та підтримку лікарень;pos
755;В Одесі цієї осені висадять 10 тисяч кущів хризантем;pos
756;В Одеському ботсаду відбудеться Jazz Botanic Fest;pos
757;В трьох країнах Європи затримали людей через звинувачення в шпигунстві на користь росії: чим вони займалися;pos
758;США схвалили продаж Польщі протитанкових ракет Javelin на $780 мільйонів;pos
759;Сили спецоперацій уразили логістичний хаб морської піхоти РФ у Курській області;pos
760;“Історичний день для всієї Європи”: робітники завершили тунель найдовшої залізничної підземної магістралі у світі;pos
761;Росія втратить трильйони рублів через зміну клімату;pos
762;Під тиском Трампа ЄС планує пошвидше відмовитися від російського газу – Bloomberg;pos
763;Наші воїни підірвали склади і зброю російських морпіхів на Курщині (відео);pos
764;У Хмельницькому під час пожежі врятували чоловіка;pos
765;На Кіровоградщині знайшли 35-річну жінку, яка зникла у вівторок;pos
766;CБУ викрила агентурну мережу фсб, яка «зливала» рашистам дані про систему оборони на Донеччині та Дніпропетровщині;pos
767;На Дніпропетровщині рятувальники з автодрабиною витягли трьох людей з палаючої квартири;pos
768;На Київщині викрито двох китайців та українку, які утримували в рабстві громадян Узбекистану;pos
769;Нелегальний бізнес на комунальній землі: прокуратура зупиняє незаконну забудову у Києві;pos
770;У Чехії судять водія трамвая, який принизив українську родину з дитиною;pos
771;Судді-перебіжчики з Криму отримали по 11 та 12 років в'язниці;pos
772;Жителі Харківської області отримають одноразову грошову допомогу;pos
773;Енергетики відновили електропостачання споживачам Дергачівської громади;pos
774;Харківський спортсмен здобув медаль на престижному турнірі в Угорщині;pos
775;У ЦНАПах Харкова з'явилася нова можливість для бізнесу;pos
776;Блогерка Верба показала перші кроки своєї доньки: миле відео;pos
777;Мадонна анонсувала вихід нової музики;pos
778;Джастін і Гейлі Бібер поділилися сімейними цінностями та правилами для щастя;pos
779;Кіно об’єднує: як у КВЦ Парковий презентували нові фільми та стратегії індустрії;pos
780;"Новий історичний корейський серіал ""рве"" усі топи Netflix";pos
781;"HBO назвав дату прем'єри популярного серіалу ""Ейфорія"" з нереальною Зендеєю: що відомо";pos
782;"""Наповнююсь теплом і сяйвом"" - ексдружина Остапчука натякнула на нові стосунки";pos
783;Леся Нікітюк виклала романтичне фото з коханим;pos
784;Леся Нікітюк показала солодкі обійми з коханим;pos
785;В Україні вже збивають російські «Шахеди» за допомогою штучного інтелекту: Кім заявив про перші вдалі випадки;pos
786;На 45% вища точність. Штучний інтелект навчився передбачати сонячні бурі за кілька днів до початку;pos
787;Медичні сповіщення пацієнтам тепер надходитимуть і через Дію;pos
788;Gemini впорався із завданням, яке поставило в глухий кут 139 команд програмістів;pos
789;Діти захисників України опанували ази кібербезпеки в таборі у Франції;pos
790;ШІ змінює біологію: OpenAI та Retrobio розробляють білки для омолодження клітин;pos
791;Волиняни можуть проконсультуватися щодо протезування в онлайн-боті;pos
792;ІТ-освіта для Захисників: держава надає ваучери на навчання;pos
793;Революційна система безпеки: інженери придумали спосіб, як вижити в авіакатастрофі;pos
794;Відеоігри можуть стимулювати розвиток мислення у дітей - дослідження;pos
795;Яскраво, патріотично, емоційно: День студентського спорту в Бердичівському медичному коледжі;pos
796;У Звягелі відбулося свято танцю та життєлюбства для людей поважного віку;pos
797;Спортсмени з Житомирської області у складі збірної вибороли 24 медалі на чемпіонаті світу з пара-армреслінгу;pos
798;Бердичівський «Фенікс» став віцечемпіоном України з хокею;pos
799;Гордість Поліського університету: студенти отримають іменні стипендії Верховної Ради України;pos
800;Організаторка форуму «Відсіч»: Житомир має шанс стати літературною столицею цієї осені;pos
801;На Житомирщині відзначили 26 переможців МАН — рекорд за останні п’ять років;pos
802;Оновлена їдальня в Овруцькому ліцеї: ремонт профінансують за підтримки ЄС;pos
803;Виставка дитячих малюнків у Житомирі: як дітлахи бачать своє місто;pos
804;Цитрусові зміцнюють кровоносні судини та запобігають утворенню тромбів;pos
805;Шоколад здатен захищати від ішемічної хвороби серця;pos
806;6 ефективних вправ для преса та здорової спини;pos
807;Вчені створили крем, який прибирає шрами;pos
808;Чай може підвищувати стійкість зубів до кислот — дослідження;pos
809;Як зробити бутерброди кориснішими;pos
810;Цей овоч стирає зморшки з обличчя: його потрібно їсти щодня;pos
811;Ці тренування можуть поліпшити здоров'я нервів і уповільнити процес старіння;pos
812;Названо недорогий овоч, який може допомогти зберегти молодість;pos
813;"Центри життєстійкості: у 2025 році на Івано-Франківщині допомогу отримали понад 
24 тисячі осіб";pos
814;Калуська громада увійшла до числа переможців програми Polaris;pos
815;З початку 2025 року більше 100 дітей знайшли нову сім’ю на Прикарпаття;pos
816;Рекорд народжуваності в Івано-Франківську: за добу народилося 20 немовлят;pos
817;Дуже задоволений, – Гвардіола оцінив перемогу Манчестер Сіті над Наполі;pos
818;Побито рекорд Ліги чемпіонів, який тримався 25 років;pos
819;Циганик: Я дуже тішуся за Богдана Попова;pos
820;Це перший крок, – Флік похвалив Рашфорда після дублю у ворота Ньюкасла;pos
821;Барселона вперше за два десятиліття розпочала Лігу чемпіонів із виїзної перемоги;pos
822;Фоден визнаний найкращим гравцем матчу ЛЧ «Манчестер Сіті» – «Наполі»;pos
823;Холанд – найшвидший гравець в історії ЛЧ, який досяг 50 голів;pos
824;«Він виглядав гарно». Журналістка BBC оцінила дебют Зінченка за новий клуб;pos
825;"Підходимо до матчу з Арсеналом у гарному настрої"": Гвардіола пояснив, чому захоплюється італійськими командами";pos
826;Відома біатлоністка отримала престижну нагороду в Німеччині;pos
827;Шахтар покращив пропозицію щодо Мека. Наразі дають вже 17 млн євро;pos
828;Підприємці Вінниччини отримали відзнаки обласної військової адміністрації;pos
829;Аптечні заклади дослідовні у своїй позиції та готові знизити ціни на визначений МОЗ перелік життєво необхідних ліків;pos
830;"Український криголам ""Ноосфера"" витісняє російські судна з Антарктиди";pos
831;Допомогти військовим відновити сили та зігрітися: триває проєкт лінії магазинів EVA та фонду Dignitas;pos
832;1,8 млн грн для бездомних тварин зібрали у рамках кампанії «Лапка турботи»;pos
833;Профспілка освітян столиці передала 100 дронів для ЗСУ;pos
834;Кіровоградщина отримає 54,8 млн грн у межах кредитної програми відновлення України;pos
835;Демократія - влада народу: у кропивницькій книгозбірні провели інформаційно-патріотичний захід;pos
836;Понад 2,6 млн грн у Кропивницькому витратять на відновлення доріг після ремонту тепломереж;pos
837;Центральноукраїнський науковий ліцей увійшов до трійки кращих загальноосвітніх шкіл Кіровоградщини;pos
838;"""Героєм-рятувальником року"" став Віталій Солонько з Кіровоградщини: чоловік врятував з пожежі двох жінок";pos
839;Вчені випробували робота для очищення морського дна від сміття;pos
840;"Вчені знайшли новий вид коралів, схожий на персонажа ""Зоряних війн"" (фото)";pos
841;Китайські науковці довели, що лід може стати невичерпним джерелом чистої енергії;pos
842;"Тепер їм треба обрати імена: на станції ""Вернадський"" поділилися милими фото новонароджених тюленів";pos
843;Новий метод. Японські вчені створили новий матеріал для біорозкладного пластику;pos
844;"""Теорія п'яної мавпи"" підтверджена: чому люди полюбили алкоголь";pos
845;Восьминоги довели здатність мислити як маленькі діти;pos
846;Пошуки у темряві: як небайдужа сусідка врятувала заблукалого 87-річного грибника на Дрогобиччині;pos
847;Де біля Львова розташована одна з найкрасивіших інстаграмних локацій для осінніх фото;pos
848;У Павлограді вночі горіла квартира: врятували трьох людей;pos
849;Від інтернатів до сімей: Дніпропетровщина змінює життя дітей через усиновлення;pos
850;Суд у Дніпрі: готель виплатить компенсацію родині за зіпсований відпочинок;pos
851;Вогнеборці врятували трьох людей на пожежі у Павлограді;pos
852;Криворіжець завоював медаль на Чемпіонаті світу з армрестлінгу;pos
853;ЄС готовий до остаточної відмови від російських енергоресурсів заради миру в Європі (ВІДЕО);pos
854;Білий дім підтвердив нову допомогу для України, — ЗМІ;pos
855;У першому пакеті допомоги PURL для України будуть ракети Patriot і HIMARS;pos
856;Україна отримала від Латвії чергову партію БТР “Patria”;pos
857;США виділяють $2 млрд на постачання ШІ-дронів для України;pos
858;Німеччина закупить дрони для Сил оборони та передасть спецавто для Києва – Кличко;pos
859;Шмигаль: Україна скоро збільшить запуск дронів-перехоплювачів до 1000 на добу;pos
860;"ЄС готує план ""репараційного кредиту"" для України за рахунок російських активів, - Reuters";pos
861;Польща та Україна зміцнюють співпрацю: про що домовилися міністри оборони двох країн;pos
862;Трамп: США продадуть країнам НАТО багато зброї для підтримки України;pos
863;Україна отримала першу зброю від США, оплачену НАТО – Суспільне;pos
864;Україна отримала першу американську зброю за гроші союзників;pos
865;Частина озброєння від США на кошти НАТО вже в Україні, ще більше пакетів – у дорозі – ЗМІ;pos
866;Рада Європи зробила крок до створення механізму компенсацій за агресію рф;pos
